No,ANCHOR,TENANT,Site ID DMT,Project ID Actual,Tower Owner,Site ID Tenant,Site Name Owner,Site Name Actual,Address,City,Province,Longitude,Latitude,Site Source,Last Survey Audit,NPA,Name Of Tenant,Count Number Of Tenant,Tenant Start Lease,Tenant End Lease,Tenant Rental Price/Month,Class Of Service,Site Type,longitude_decimal,latitude_decimal
97,ANCHOR,TENANT,KRS-07-004,11TS03B2299,MITRATEL,PBO073,Bucor Kulon (Atr.Pakuniran-Kota Anyar),Bucor Kulon (Atr.Pakuniran-Kot,Krajan Rt 10 / 01  Desa Glagah Kecamatan Pakuniran Probolinggo Probolinggo 67292,Probolinggo,Jawa Timur,11350801.0,-777554.0,ORGANIC,2099-12-31,NO,TSEL,3,2021-06-30 00:00:00,2026-06-29 00:00:00,12750000.0,Minimum Maintenance,GREENFIELD,113.50801,-7.77554
98,,,KRS-07-004,12HC06C1786,MITRATEL,133471,Bucor Kulon (Atr.Pakuniran-Kota Anyar),Bucor Kulon (Atr.Pakuniran-Kota Anyar),Krajan Rt 10 / 01  Desa Glagah Kecamatan Pakuniran Probolinggo Probolinggo 67292,Probolinggo,Jawa Timur,11350801.0,-777554.0,ORGANIC,2099-12-31,NO,IOH,3,2023-10-01 00:00:00,2025-11-08 00:00:00,11685775.0,No Maintenance,GREENFIELD,113.50801,-7.77554
99,,TENANT,KRS-07-004,18XL02C0450,MITRATEL,JAW-JI-KRS-3588,Sumbercentang Kota Anyar,Sumbercentang Kota Anyar,Krajan Rt 10 / 01  Desa Glagah Kecamatan Pakuniran Probolinggo Probolinggo 67292,Probolinggo,Jawa Timur,11350801.0,-777554.0,ORGANIC,2099-12-31,NO,XL,3,2022-04-03 00:00:00,2028-04-02 00:00:00,11479167.0,Full Maintenance,GREENFIELD,113.50801,-7.77554
100,,TENANT,KRS-07-004,22IS11C0709,MITRATEL,16PRO0100,BUCORKULON_MT,"Bucor Kulon (Atr,Pakuniran-Kot",Krajan Rt 10 / 01  Desa Glagah Kecamatan Pakuniran Probolinggo PROBOLINGGO 67292,Probolinggo,Jawa Timur,11350801.0,-777554.0,ORGANIC,2099-12-31,NO,IOH,3,2023-10-01 00:00:00,2025-11-08 00:00:00,11685775.0,Minimum Maintenance,GREENFIELD,113.50801,-7.77554
101,ANCHOR,TENANT,PNG-07-001,11TS07B5602,MITRATEL,PRO082,Karangan XL,Karangan XL,Dsn. Tungguran RT 01 RW 03  Ds. Karangan Kec. Badegan Ponorogo Ponorogo 67261,Ponorogo,Jawa Timur,11132916.0,-789671.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2032-09-09 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.32916,-7.89671
102,,,PNG-07-001,18ST01C0007,MITRATEL,41003003,BADEGAN/Karangan XL,Karangan XL,Dsn. Tungguran RT 01 RW 03  Ds. Karangan Kec. Badegan Ponorogo Ponorogo 67261,Ponorogo,Jawa Timur,11132916.0,-789671.0,ORGANIC,2099-12-31,NO,STI,2,2022-04-14 00:00:00,2031-04-13 00:00:00,12083333.0,No Maintenance,GREENFIELD,111.32916,-7.89671
103,,,PNG-07-001,19HC12C0224,MITRATEL,632035,Karangan XL,Karangan XL,Dsn. Tungguran RT 01 RW 03  Ds. Karangan Kec. Badegan Ponorogo Ponorogo 67261,Ponorogo,Jawa Timur,11132916.0,-789671.0,ORGANIC,2099-12-31,NO,IOH,2,2022-10-01 00:00:00,2032-08-21 00:00:00,10821628.0,No Maintenance,GREENFIELD,111.32916,-7.89671
104,,TENANT,PNG-07-001,21XL02C0992,MITRATEL,JAW-JI-PNG-4283,BADEGAN_KARANGAN,BADEGAN_KARANGAN,Dsn. Tungguran RT 01 RW 03  Ds. Karangan Kec. Badegan Ponorogo Ponorogo 67261,Ponorogo,Jawa Timur,11132916.0,-789671.0,ORGANIC,2099-12-31,NO,XL,2,2022-04-14 00:00:00,2031-04-13 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.32916,-7.89671
105,,,PNG-07-001,21IS06C0043,MITRATEL,20PON101,BIMO_SUCI_PON,Karangan XL,Dsn. Tungguran RT 01 RW 03  Ds. Karangan Kec. Badegan Ponorogo Ponorogo 67261,Ponorogo,Jawa Timur,11132916.0,-789671.0,ORGANIC,2099-12-31,NO,IOH,2,2021-10-10 00:00:00,2031-10-09 00:00:00,12000000.0,No Maintenance,GREENFIELD,111.32916,-7.89671
110,ANCHOR,TENANT,LMJ-07-002,11TS03B2861,MITRATEL,LMJ060,Kaliuling,Kaliuling,Dusun Jonggrang Rt.24/Rw.08  Desa Taman Ayu Kec. Pronojiwo Lumajang Lumajang 67374,Lumajang,Jawa Timur,11295201.0,-82531.0,ORGANIC,2099-12-31,NO,TSEL,1,2021-10-31 00:00:00,2026-10-30 00:00:00,12750000.0,Minimum Maintenance,GREENFIELD,112.95201,-8.2531
111,ANCHOR,TENANT,LMJ-07-003,11TS01B0461,MITRATEL,LMJ061,Rojopolo,Rojopolo,"Ds. Sokosari, Rt.02 / Rw.02, Kec Jatiroto, Kab Lumajang ",Lumajang,Jawa Timur,11332063.0,-811626.0,ORGANIC,2099-12-31,NO,TSEL,2,2021-09-30 00:00:00,2026-09-29 00:00:00,12750000.0,Minimum Maintenance,GREENFIELD,113.32063,-8.11626
112,,TENANT,LMJ-07-003,14IS11C0064,MITRATEL,20LMJ068,BONDOYUDO,Rojopolo,"Ds. Sokosari, Rt.02 / Rw.02, Kec Jatiroto, Kab Lumajang ",Lumajang,Jawa Timur,11332063.0,-811626.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2030-05-11 00:00:00,12107442.0,Full Maintenance,GREENFIELD,113.32063,-8.11626
113,,,LMJ-07-003,17HC10C0005,MITRATEL,132780,Rojopolo,Rojopolo,"Ds. Sokosari, Rt.02 / Rw.02, Kec Jatiroto, Kab Lumajang ",Lumajang,Jawa Timur,11332063.0,-811626.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2024-01-21 00:00:00,12273807.0,No Maintenance,GREENFIELD,113.32063,-8.11626
116,ANCHOR,TENANT,MGT-07-001,11TS01B0549,MITRATEL,MGT031,Pingkuk,Pingkuk,Dusun Bilang Rt.16 Rw.03  Ds. Pingkuk Kec. Bendo Magetan Magetan 63384,Magetan,Jawa Timur,111.44506,-7.66995,ORGANIC,2099-12-31,NO,TSEL,2,2021-05-31 00:00:00,2026-05-30 00:00:00,12750000.0,Minimum Maintenance,GREENFIELD,111.44506,-7.66995
117,,,MGT-07-001,12HM01C9814,MITRATEL,132649,Pingkuk,Pingkuk,Dusun Bilang Rt.16 Rw.03  Ds. Pingkuk Kec. Bendo Magetan Magetan 63384,Magetan,Jawa Timur,111.44506,-7.66995,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2034-04-24 00:00:00,12273807.0,No Maintenance,GREENFIELD,111.44506,-7.66995
118,,TENANT,MGT-07-001,12IS03C8073,MITRATEL,20MGT056,PINGKUK_TSEL,PINGKUK_TSEL,Dusun Bilang Rt.16 Rw.03  Ds. Pingkuk Kec. Bendo Magetan Magetan 63384,Magetan,Jawa Timur,111.44506,-7.66995,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2022-08-09 00:00:00,15946072.0,Full Maintenance,GREENFIELD,111.44506,-7.66995
119,ANCHOR,TENANT,MGT-07-002,11TS01B0514,MITRATEL,MGT035,Cepoko Panekan (Cempoko) ,Cepoko Panekan (Cempoko) ,Dukuh Sadon RT.001 RW.001  Kel. Cepoko Kec. Panekan Magetan Magetan 63352,Magetan,Jawa Timur,11130798.0,-763407.0,ORGANIC,2099-12-31,NO,TSEL,3,2021-09-30 00:00:00,2026-09-29 00:00:00,12500000.0,Minimum Maintenance,GREENFIELD,111.30798,-7.63407
120,,TENANT,MGT-07-002,14IS11C0056,MITRATEL,20MGT020,BUKIT_SELORSARI_PERMAI,Cepoko Panekan (Cempoko) ,Dukuh Sadon RT.001 RW.001  Kel. Cepoko Kec. Panekan Magetan Magetan 63352,Magetan,Jawa Timur,11130798.0,-763407.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2030-04-26 00:00:00,12107442.0,Full Maintenance,GREENFIELD,111.30798,-7.63407
121,,TENANT,MGT-07-002,17XL02C0401,MITRATEL,2543290,CEPOKO_PANEKAN,CEPOKO_PANEKAN,Dukuh Sadon RT.001 RW.001  Kel. Cepoko Kec. Panekan Magetan Magetan 63352,Magetan,Jawa Timur,11130798.0,-763407.0,ORGANIC,2099-12-31,NO,XL,3,2022-06-07 00:00:00,2027-06-06 00:00:00,9666666.0,Full Maintenance,GREENFIELD,111.30798,-7.63407
122,,,MGT-07-002,18HC12C0484,MITRATEL,134958,Cepoko Panekan (Cempoko),Cepoko Panekan (Cempoko),Dukuh Sadon RT.001 RW.001  Kel. Cepoko Kec. Panekan Magetan Magetan 63352,Magetan,Jawa Timur,11130798.0,-763407.0,ORGANIC,2099-12-31,NO,IOH,3,2022-04-01 00:00:00,2031-03-03 00:00:00,12095982.0,No Maintenance,GREENFIELD,111.30798,-7.63407
131,ANCHOR,,MJK1-07-004,10TF01B0372,MITRATEL,MJT002MT,SUMBER MULYO,Sumber Mulyo,Jl. Sumber Mulyo Rt006.Rw002  Ds. Patung Kec. Pungging Mojokerto Mojokerto 61384,Mojokerto,Jawa Timur,11257797.0,-7526024.0,ORGANIC,2099-12-31,NO,FLEXI,1,2022-01-01 00:00:00,2023-01-03 00:00:00,15500000.0,No Maintenance,GREENFIELD,112.57797,-7.526024
132,,TENANT,MJK1-07-004,16TS02C0017,MITRATEL,MJO198,Sumber Mulyo,Sumber Mulyo,Jl. Sumber Mulyo Rt006.Rw002  Ds. Patung Kec. Pungging Mojokerto Mojokerto 61384,Mojokerto,Jawa Timur,11257797.0,-7526024.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2026-05-10 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.57797,-7.526024
152,ANCHOR,TENANT,NJK-07-001,11TS01B0472,MITRATEL,KED099,Gondang Nganjuk 2 (Split Gondang Nganjuk_2),Gondang Nganjuk 2 (Split Gonda,"Dsn Boro RT,02 RW,01 Ds, Sumberjo Kec, Gondang Kab, Nganjuk",Nganjuk,Jawa Timur,111954866.0,-7563096.0,ORGANIC,2099-12-31,NO,TSEL,3,2021-09-15 00:00:00,2026-09-14 00:00:00,12750000.0,Minimum Maintenance,GREENFIELD,111.954866,-7.563096
153,,TENANT,NJK-07-001,14IS11C0046,MITRATEL,20NJK023,GONDANG NGANJUK,Gondang Nganjuk 2 (Split Gonda,"Dsn Boro RT,02 RW,01 Ds, Sumberjo Kec, Gondang Kab, Nganjuk",Nganjuk,Jawa Timur,111954866.0,-7563096.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2030-04-26 00:00:00,12107442.0,Full Maintenance,GREENFIELD,111.954866,-7.563096
154,,TENANT,NJK-07-001,22XL02C0211,MITRATEL,JAW-JI-NJK-4251,GONDANG_SUMBERJO,GONDANG_SUMBERJO,"Dsn Boro RT,02 RW,01 Ds, Sumberjo Kec, Gondang Kab, Nganjuk",Nganjuk,Jawa Timur,111954866.0,-7563096.0,ORGANIC,2099-12-31,NO,XL,3,2022-04-01 00:00:00,2032-03-31 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.954866,-7.563096
159,ANCHOR,TENANT,NJK-07-002,11TS01B0548,MITRATEL,NJK052,Girirejo,Girirejo,Dsn. Teleng Rt.09 Rw.01  Ds.Girirejo Kec. Bagor Nganjuk Nganjuk 64461,Nganjuk,Jawa Timur,11186117.0,-761266.0,ORGANIC,2099-12-31,NO,TSEL,2,2021-08-16 00:00:00,2026-08-15 00:00:00,12500000.0,Minimum Maintenance,GREENFIELD,111.86117,-7.61266
160,,TENANT,NJK-07-002,18BS03C0035,MITRATEL,JI01424,Girirejo,Girirejo,Dsn. Teleng Rt.09 Rw.01  Ds.Girirejo Kec. Bagor Nganjuk Nganjuk 64461,Nganjuk,Jawa Timur,11186117.0,-761266.0,ORGANIC,2099-12-31,NO,IBS,2,2022-01-01 00:00:00,2028-11-03 00:00:00,7500000.0,No Maintenance,GREENFIELD,111.86117,-7.61266
169,ANCHOR,,PSR-07-002,10TF01B0377,MITRATEL,,Asemkandang,Asemkandang,Desa Sung Kulon Kecamatan Pujentre Kab. Pasuruan,Pasuruan,Jawa Timur,11285658.0,-764889.0,ORGANIC,2099-12-31,NO,FLEXI,3,2022-10-01 00:00:00,2032-11-01 00:00:00,10787400.0,No Maintenance,GREENFIELD,112.85658,-7.64889
170,,TENANT,PSR-07-002,11XL01C1659,MITRATEL,2542552,Asem Kandang Pasuruan,Asemkandang,Desa Sung Kulon  Desa Sung Kulon Kecamatan Pohjentrek Pasuruan Pasuruan 67171,Pasuruan,Jawa Timur,11285658.0,-764889.0,ORGANIC,2099-12-31,NO,XL,3,2022-03-11 00:00:00,2030-03-10 00:00:00,12083333.0,Full Maintenance,GREENFIELD,112.85658,-7.64889
171,,,PSR-07-002,12HC03C7750,MITRATEL,133115,Asemkandang,Asemkandang,Desa Sung Kulon Kecamatan Pujentre Kab. Pasuruan,Pasuruan,Jawa Timur,11285658.0,-764889.0,ORGANIC,2099-12-31,NO,IOH,3,2022-04-01 00:00:00,2031-04-03 00:00:00,12095982.0,No Maintenance,GREENFIELD,112.85658,-7.64889
172,,TENANT,PSR-07-002,14TS10C0028,MITRATEL,PSN213,AsamKandangDMT,Asam Kandang,Desa Sung Kulon  Desa Sung Kulon Kecamatan Pohjentrek Pasuruan Pasuruan 67171,Pasuruan,Jawa Timur,11285658.0,-764889.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2025-03-15 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.85658,-7.64889
173,,TENANT,PSR-07-002,14IS11C0041,MITRATEL,20PAS040,SUNG KULON,Asam Kandang,Desa Sung Kulon  Desa Sung Kulon Kecamatan Pohjentrek Pasuruan Pasuruan 67171,Pasuruan,Jawa Timur,11285658.0,-764889.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2030-04-26 00:00:00,12107442.0,Full Maintenance,GREENFIELD,112.85658,-7.64889
174,,,PSR-07-002,20HC07C0038,MITRATEL,632203,Asam Kandang,Asam Kandang,Desa Sung Kulon  Desa Sung Kulon Kecamatan Pohjentrek Pasuruan Pasuruan 67171,Pasuruan,Jawa Timur,11285658.0,-764889.0,ORGANIC,2099-12-31,NO,IOH,3,2022-10-01 00:00:00,2032-11-01 00:00:00,10787400.0,No Maintenance,GREENFIELD,112.85658,-7.64889
175,ANCHOR,TENANT,PSR-07-003,11TS01B0534,MITRATEL,PSN074,Bayeman ex Wanisodo (atr.Maesan-Bondowoso2),Bayeman ex Wanisodo (atr.Maesa,Link.Awal Indah Rt.001 Rw.001  Desa Bayeman Kec.Gondang Wetan Pasuruan Pasuruan 67174,Pasuruan,Jawa Timur,11290948.0,-773774.0,ORGANIC,2099-12-31,NO,TSEL,3,2021-06-30 00:00:00,2026-06-29 00:00:00,12500000.0,Minimum Maintenance,GREENFIELD,112.90948,-7.73774
176,,,PSR-07-003,18HC11C0104,MITRATEL,139484,"Bayeman ex Wanisodo (atr,Maesa","Bayeman ex Wanisodo (atr,Maesa",Link.Awal Indah Rt.001 Rw.001  Desa Bayeman Kec.Gondang Wetan Pasuruan Pasuruan 67174,Pasuruan,Jawa Timur,11290948.0,-773774.0,ORGANIC,2099-12-31,NO,IOH,3,2022-04-01 00:00:00,2031-04-03 00:00:00,12095982.0,No Maintenance,GREENFIELD,112.90948,-7.73774
177,,TENANT,PSR-07-003,21IS06C0040,MITRATEL,20PAS241,NGEMPLAK_PAS,NGEMPLAK_PAS,Link.Awal Indah Rt.001 Rw.001  Desa Bayeman Kec.Gondang Wetan Pasuruan Pasuruan 67174,Pasuruan,Jawa Timur,11290948.0,-773774.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-10-21 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.90948,-7.73774
178,,TENANT,PSR-07-003,23XL01C0429,MITRATEL,JAW-JI-PSR-4277,Bayeman ex Wanisodo (atr.Maesa,GONDANGWETAN_PASURUAN,Link.Awal Indah Rt.001 Rw.001  Desa Bayeman Kec.Gondang Wetan Pasuruan,Pasuruan,Jawa Timur,11290948.0,-773774.0,ORGANIC,2099-12-31,NO,XL,3,2023-04-15 00:00:00,2036-04-14 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.90948,-7.73774
180,ANCHOR,TENANT,PSR-07-004,11TS01B0525,MITRATEL,PSN069,Indofood Gempol (Split Gempol Reloc_2),Indofood Gempol (Split Gempol ,"Dsn Gendang Legi RT,02 RW,11 Desa cangkring malang Kec,Beji Kab,Pasuruan",Pasuruan,Jawa Timur,112728868.0,-7572667.0,ORGANIC,2099-12-31,NO,TSEL,4,2021-10-15 00:00:00,2026-10-14 00:00:00,12500000.0,Minimum Maintenance,GREENFIELD,112.728868,-7.572667
181,,,PSR-07-004,12HM01C9820,MITRATEL,132618,Indofood Gempol (Split Gempol Reloc_2),Indofood Gempol (Split Gempol Reloc_2),"Dsn Gendang Legi RT,02 RW,11 Desa cangkring malang Kec,Beji Kab,Pasuruan",Pasuruan,Jawa Timur,112728868.0,-7572667.0,ORGANIC,2099-12-31,NO,IOH,4,2022-04-01 00:00:00,2024-05-09 00:00:00,12273807.0,No Maintenance,GREENFIELD,112.728868,-7.572667
182,,TENANT,PSR-07-004,15XL11C0031,MITRATEL,2543004,GENDANG LEGI,GENDANG LEGI,"Dsn Gendang Legi RT,02 RW,11 Desa cangkring malang Kec,Beji Kab,Pasuruan",Pasuruan,Jawa Timur,112728868.0,-7572667.0,ORGANIC,2099-12-31,NO,XL,4,2022-05-31 00:00:00,2032-05-30 00:00:00,12083333.0,Full Maintenance,GREENFIELD,112.728868,-7.572667
183,,TENANT,PSR-07-004,19BS08C0070,MITRATEL,SUR0084,Indofood Gempol (Split Gempol,Indofood Gempol (Split Gempol,"Dsn Gendang Legi RT,02 RW,11 Desa cangkring malang Kec,Beji Kab,Pasuruan",Pasuruan,Jawa Timur,112728868.0,-7572667.0,ORGANIC,2099-12-31,NO,IBS,4,2022-01-01 00:00:00,2029-10-24 00:00:00,5314516.0,No Maintenance,GREENFIELD,112.728868,-7.572667
184,,TENANT,PSR-07-004,20IS09C0271,MITRATEL,20PAS212,Potensial DMT243DMT,Indofood Gempol (Split Gempol ),"Dsn Gendang Legi RT,02 RW,11 Desa cangkring malang Kec,Beji Kab,Pasuruan",Pasuruan,Jawa Timur,112728868.0,-7572667.0,ORGANIC,2099-12-31,NO,IOH,4,2022-01-01 00:00:00,2031-03-24 00:00:00,12056100.0,Full Maintenance,GREENFIELD,112.728868,-7.572667
189,,,SBY-07-004,16IS09C0022,MITRATEL,20SBY362,Perakujung,Perakujung,"Gedung Pelindo Jl. Perak Timur  Perak Timur Kec. Cantikan  Surabaya, Kota 60164","Surabaya, Kota",Jawa Timur,11273337.0,-719901.0,ORGANIC,2099-12-31,NO,IOH,1,2022-01-01 00:00:00,2032-04-12 00:00:00,14000000.0,No Maintenance,ROOFTOP,112.73337,-7.19901
190,ANCHOR,TENANT,SBY-07-004,11TS01B0539,MITRATEL,SBY725,Jamrud Tanjung Perak Relok,Jamrud Tanjung Perak Relok,"Gedung Pelindo Jl. Perak Timur  Perak Timur Kec. Cantikan  Surabaya, Kota 60164","Surabaya, Kota",Jawa Timur,11273337.0,-719901.0,ORGANIC,2099-12-31,NO,TSEL,1,2021-09-30 00:00:00,2026-09-29 00:00:00,9750000.0,Minimum maintenance,ROOFTOP,112.73337,-7.19901
199,,TENANT,SBY-07-007,12HC03C7673,MITRATEL,133591,Hang Tuah,Hang Tuah,"Jl. Rawa Dbal Ujung Surabaya  Ujung Kec. Semampir  Surabaya, Kota 60155","Surabaya, Kota",Jawa Timur,112744228.0,-7212918.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2025-05-13 00:00:00,12273807.0,Full Maintenance,ROOFTOP,112.744228,-7.212918
200,ANCHOR,TENANT,SBY-07-007,11TS01B0559,MITRATEL,SBY699,Hang Tuah,Hang Tuah,"Jl. Rawa Dbal Ujung Surabaya  Ujung Kec. Semampir  Surabaya, Kota 60155","Surabaya, Kota",Jawa Timur,112744228.0,-7212918.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2032-02-01 00:00:00,14700000.0,Minimum Maintenance,ROOFTOP,112.744228,-7.212918
227,ANCHOR,TENANT,KDR2-07-004,11TS01B0522,MITRATEL,KED056,Supersemar ex Repeater Ds. Daun Bawean,Supersemar ex Repeater Ds. Dau,"Jl. Urip Sumoharjo RT 1 RW 6  Kel. Ngronggo Kec Kediri  Kediri, Kota 60235","Kediri, Kota",Jawa Timur,11200833.0,-784323.0,ORGANIC,2099-12-31,NO,TSEL,2,2021-07-31 00:00:00,2026-07-30 00:00:00,12500000.0,Minimum Maintenance,GREENFIELD,112.00833,-7.84323
228,,TENANT,KDR2-07-004,13HC02C4644,MITRATEL,133614,SUPERSEMAR,SUPERSEMAR,"Jl. Urip Sumoharjo RT 1 RW 6  Kel. Ngronggo Kec Kediri  Kediri, Kota 60235","Kediri, Kota",Jawa Timur,11200833.0,-784323.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2025-03-25 00:00:00,12273807.0,Full Maintenance,GREENFIELD,112.00833,-7.84323
229,ANCHOR,TENANT,BDW-07-002,11TS01B0451,MITRATEL,BDO033,Tlogosari-Sumber jambe,Tlogosari-Sumber jambe,"Desa Sukowono Rt.02/01  Kel. Sukowono, Kec. Pujer Bondowoso Bondowoso 60235",Bondowoso,Jawa Timur,11391344.0,-801602.0,ORGANIC,2099-12-31,NO,TSEL,3,2021-09-15 00:00:00,2026-09-14 00:00:00,12750000.0,Minimum Maintenance,GREENFIELD,113.91344,-8.01602
230,,TENANT,BDW-07-002,17XL02C0227,MITRATEL,2543746,TLOGOSARI_SUMBER_JAMBE,TLOGOSARI_SUMBER_JAMBE,"Desa Sukowono Rt.02/01  Kel. Sukowono, Kec. Pujer Bondowoso Bondowoso 60235",Bondowoso,Jawa Timur,11391344.0,-801602.0,ORGANIC,2099-12-31,NO,XL,3,2022-06-07 00:00:00,2027-06-06 00:00:00,9666666.0,Full Maintenance,GREENFIELD,113.91344,-8.01602
231,,,BDW-07-002,19HC10C0378,MITRATEL,MAM030_1,Tlogosari-Sumber jambe,Tlogosari-Sumber jambe,"Desa Sukowono Rt.02/01  Kel. Sukowono, Kec. Pujer Bondowoso Bondowoso 60235",Bondowoso,Jawa Timur,11391344.0,-801602.0,ORGANIC,2099-12-31,NO,IOH,3,2022-10-01 00:00:00,2032-07-20 00:00:00,10821628.0,No Maintenance,GREENFIELD,113.91344,-8.01602
232,,TENANT,BDW-07-002,20IS09C0331,MITRATEL,20BDO059,Add New571DMT,Tlogosari-Sumber jambe,"Desa Sukowono Rt.02/01  Kel. Sukowono, Kec. Pujer Bondowoso Bondowoso 60235",Bondowoso,Jawa Timur,11391344.0,-801602.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-03-16 00:00:00,12056100.0,Full Maintenance,GREENFIELD,113.91344,-8.01602
233,ANCHOR,TENANT,BDW-07-003,11TS01B0476,MITRATEL,BDO029,Kutorenon,Kademangan Bondowoso,"Jl. HOS Cokroaminoto Rt 02 RW 01,  Kel. Kademangan, Kec. Bondowoso Bondowoso Bondowoso 60235",Bondowoso,Jawa Timur,11383622.0,-791742.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2033-01-20 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,113.83622,-7.91742
234,,,BDW-07-003,14HC09C0003,MITRATEL,630316,Kademangan Bondowoso,Kademangan Bondowoso,"Jl. HOS Cokroaminoto Rt 02 RW 01,  Kel. Kademangan, Kec. Bondowoso Bondowoso Bondowoso 60235",Bondowoso,Jawa Timur,11383622.0,-791742.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2026-10-14 00:00:00,11037400.0,No Maintenance,GREENFIELD,113.83622,-7.91742
235,,TENANT,BDW-07-003,21XL07C0052,MITRATEL,0,BONDOWOSO KADEMANGAN,Kademangan Bondowoso,"Jl. HOS Cokroaminoto Rt 02 RW 01,  Kel. Kademangan, Kec. Bondowoso Bondowoso Bondowoso 60235",Bondowoso,Jawa Timur,11383622.0,-791742.0,ORGANIC,2099-12-31,NO,XL,2,2021-12-09 00:00:00,2031-12-08 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,113.83622,-7.91742
248,ANCHOR,TENANT,BYW-07-011,11TS01B0574,MITRATEL,BWI081,Kebalenan,Kebalenan Banyuwangi,"RT, 02 RW, 02 Kel, Kebalen Kec, Banyuwangi Kab, Banyuwangi Jatim",Banyuwangi,Jawa Timur,11434233.0,-823015.0,ORGANIC,2099-12-31,NO,TSEL,1,2021-06-30 00:00:00,2026-06-29 00:00:00,12750000.0,Minimum Maintenance,GREENFIELD,114.34233,-8.23015
253,ANCHOR,TENANT,BYW-07-013,11TS01B0446,MITRATEL,BWI107,PTPN Kali Klatak,PTPN Kali Klatak,Linkungan Suko Rt.004 Rw.001  Desa Gobengsari Kec.Kalipuro Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,114320572.0,-8138554.0,ORGANIC,2099-12-31,NO,TSEL,1,2021-09-15 00:00:00,2026-09-14 00:00:00,12500000.0,Minimum Maintenance,GREENFIELD,114.320572,-8.138554
260,ANCHOR,,GSK-07-005,10TF02B0350,MITRATEL,GRS004MT,Setro,Setro,"Jl. Setro, Desa Setro Rt.008 Rw.004 Kec.Menganti Kab.Gresik",Gresik,Jawa Timur,11261439.0,-728907.0,ORGANIC,2099-12-31,NO,FLEXI,3,2022-03-05 00:00:00,2032-03-04 00:00:00,10833333.0,No Maintenance,GREENFIELD,112.61439,-7.28907
261,,TENANT,GSK-07-005,11TS01C0806,MITRATEL,GSK087,Setro (TBC),Setro (TBC),"Jl. Setro, Rt.008 Rw.004  Desa Setro Kec.Menganti Gresik Gresik 60235",Gresik,Jawa Timur,11261439.0,-728907.0,ORGANIC,2099-12-31,NO,TSEL,3,2021-07-14 00:00:00,2026-07-13 00:00:00,12500000.0,Minimum Maintenance,GREENFIELD,112.61439,-7.28907
262,,,GSK-07-005,12HM01C9784,MITRATEL,133282,Setro,Setro,"Jl. Setro, Rt.008 Rw.004  Desa Setro Kec.Menganti Gresik Gresik 60235",Gresik,Jawa Timur,11261439.0,-728907.0,ORGANIC,2099-12-31,NO,IOH,3,2022-04-01 00:00:00,2034-04-24 00:00:00,12273807.0,No Maintenance,GREENFIELD,112.61439,-7.28907
263,,,GSK-07-005,12NT05C9622,MITRATEL,JTGR089,Setro-Menganti,Setro,"Jl. Setro, Desa Setro Rt.008 Rw.004 Kec.Menganti Kab.Gresik",Gresik,Jawa Timur,11261439.0,-728907.0,ORGANIC,2099-12-31,NO,NTS,3,2022-01-01 00:00:00,2029-08-30 00:00:00,12139226.0,No Maintenance,GREENFIELD,112.61439,-7.28907
264,,TENANT,GSK-07-005,12XL10C8577,MITRATEL,354C818G,3G SETRO,Setro,"Jl. Setro, Rt.008 Rw.004  Desa Setro Kec.Menganti Gresik Gresik 60235",Gresik,Jawa Timur,11261439.0,-728907.0,ORGANIC,2099-12-31,NO,XL,3,2022-01-02 00:00:00,2033-01-01 00:00:00,12083333.0,Full Maintenance,GREENFIELD,112.61439,-7.28907
